event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"254","Y","RAD Care Beyond Social Justice Network Gathering","2017-06-15 10:00:00","2017-06-15 17:00:00","","","The RAD (Radical, Accessible &amp; Decolonizing) Care Beyond Social Justice Network Gathering will center marginalized people who don&rsquo;t usually see themselves represented in movement building. We will gather and share collective knowledge and teach one another how to truly be accomplices in the struggle for equity, freedom and rights. We will collectively envision new ideas of accessibility and wellness through self-determination and mutual care. We will practice challenging ableism, surviving trauma, internalizing self-care, and working at the roots of oppression through equitable, mutual community care. We will explore how communal and ancestral knowledge inform an anti-colonial and anti-capitalist approach to wellness. Active participation in the network gathering will include indigenous rite practice, dialogue about community care and envisioning of &ldquo;Rad Care&rdquo; beyond the AMC. This is an open network gathering, but we ask that participants submit an application here.<br /> <br /> Coordinators of this network gathering are Smitty Buckler, Pita Venegas, and Sola Love.","","","","","0","7","N","Student Center: Room 010","","","","","","","","","","","","28ebca06e9ddbb0f776e784edf5d4599","613510","","","","","",""
"207","Y","Talk the Talk: AirGo and Dialogue as Resistance","2017-06-17 16:00:00","2017-06-17 17:30:00","Practice Space session","","How can we embody radical resistance in the ways we communicate? As media makers based in the craft of conversation, AirGo is a radio show and podcast showcasing strong young voices reshaping culture to be more equitable and creative. This session explores how, as interviewers, we can use non-hierarchical dialogue as a space to help build creative communities and support social movements.","","","","","0","2","N","Student Center: Hilberry D","","","People's Pop-up Media Shop","Everyone","","","","","","","","297ebbdaded0dc1d5c36b4bbe07ba896","611328","Daniel Kisslinger, Damon Williams","","","","",""
"163","Y","Live Audio Drama: Giving Voice to Our Ancestors","2017-06-18 10:00:00","2017-06-18 11:30:00","Film Screening-Performance","","How can we use our resources to give our ancestors a voice? We will listen to an audio screening of W.E.B. Dubois' 'The Comet,' a short story that explores race in a post apocalyptic climate. This will be followed by a discussion about utilizing what we already have to cast, produce, sound design, and live broadcast a story in the style of audio drama. We will discuss how the story was re-created with the resources and tools at our disposal in 2017.","","","","","0","10","N","Student Center: Hilberry D","","","People's Pop-up Media Shop","Everyone","","","","","","","","2c1a1af9c43e478e793b05aaea6e8a7b","611328","Keisha &quot;TK&quot; Dutes Conscious Walker","","","","",""
"42","Y","Remixing Archival Videos","2017-06-17 14:00:00","2017-06-17 15:30:00","Hands-on Session","","How can youth learn to harness the power of media to challenge conventional narratives about history, community, and public policy? We will learn about Chicago Slices, a project which trained youth in using freely accessible tools to produce videos and introduced media literacy concepts through the use of archival footage. We will share how the project began, what resources were developed for teachers and youth, and hear from youth participants.","","","","","0","8","N","Student Center: Room 384","","Disrupting Mainstream History","","Everyone","","","","","","","","2cd3fc20d969ff504449c1204616cc0a","611332","Vanessa Sanchez, Sara Chapman, Paula Santos, Jaime Lopez, Gianna Lightfoot, Todd Diederich","","","","",""
"102","Y","Ratchet Teachers","2017-06-17 12:45:00","2017-06-17 13:45:00","Mealtime Meetup","","Have you ever been told you don't 'look' like a teacher? Do you face discrimination as a teacher at your school because you belong to a marginalized group or present in a unique and nontraditional way? You're not alone! At this lunchtime meetup, we will break bread and reflect on how respectability plays out in our work as educators, current teacher demographics in the U.S., and strategies for resistance, self-care and activism.","","","","","0","6","N","State Hall: Room 114","","General","","Everyone","","","","","","","","2cd5a3c6f66b74f2f976526bab7c31a1","611340","Alexsarah &quot;Golden&quot; Collier","","","","",""
"111","Y","Insurgent Logistics: Taking Back Supply Chains","2017-06-18 10:00:00","2017-06-18 11:30:00","Hands-on Session","","Logistics work to isolate local consumers from global economic violence. Under permanent threat from offshoring and automation, workers often lack the leverage to challenge wage stagnation, unsustainable production practices and labor abuses. But could we imagine a logistics that reverses this dynamic to build social power in our communities? By tracing the evolution of Just In Time logistics from Project Cybersyn, our panel will highlight practical supply chain mapping and policy tools capable of driving positive organizational change.","","","","","0","8","N","Student Center: Room 285","","Electric Dreams Digital Futures","","Everyone","","","","","","","","2d2e03d7655a369c8a7deb1332dd0380","611308","Joshua Akers, Edmund Zagorin, Jessica Krcmarik","","","","",""
"25","Y","Modeling the Micropress: A Publishers’ Roundtable","2017-06-17 11:00:00","2017-06-17 12:30:00","Panel-Presentation","","Since the mimeograph revolution of the 1950s and 60s, much of the most engaging new American poetry has emerged in magazines and books made by small writer and artist-run presses. This panel brings together seven micropress, small press, and artist publishers, working in several modes and with several press models. We’ll ask: What is micropress publishing? What are its economics, models and goals? Environmental and labor politics? How do we carry it forward in a time of increasing neoliberal precarity?","","","","","0","6","N","State Hall: Room 106","","Poetry and Publishing","","Everyone","","","","","","","","2d5f8500f12b3f75493fbc8628ea7cb6","611325","MC Hyland, H.R. Buechler, Adjua Gargi Nzinga Greaves, Patricia No, Richard Wehrenberg Jr., Brian Teare","","","","",""
"198","Y","Music Journalism For the People","2017-06-17 11:00:00","2017-06-17 12:30:00","Panel-Presentation","","We live in serious times, and serious times call for a serious soundtrack. This session will hear from music journalists who are mapping the constellations between music and revolution. Each panelist will address the role of music in struggle, the potential of media for providing platforms for revolutionary artists, and the intersections of art, music, and journalism. Participants will learn about music projects happening across North America, and leave with ideas about starting their own.","","","","","0","8","N","Student Center: Dance Room 025","","Sound Revolution and ARTivism","","Everyone","","","","","","","","2f8be1bedb9035cf89870a1096dd85d3","611334","Paola Quiros, Aaron Lakoff, Sundus Abdul Hadi, Krusheska Quiros","","","","",""
"242","Y","Community Care Lunch Meet-Up","2017-06-18 12:45:00","2017-06-18 13:45:00","Mealtime Meetup","","Join us for a community style care meet-up. We will offer ear (NADA) acupuncture, Reiki and bodywork. The meet-up will be first come, first served &ndash; no sign-up necessary. The space is welcoming of all bodies, identities, abilities, and backgrounds.","","","","","0","13","N","Student Center: Dance Room 020","","General","","Everyone","","","","","","","","319f432ca169366cbd746d38042d19e9","611342","Chiara Galimberti, Sylvia Barrios, Michelle VanNatta","","","","",""
"107","Y","Riverwise: Writing Our History, Writing Our Future","2017-06-18 13:00:00","2017-06-18 14:30:00","Panel-Presentation","","Riverwise joins a tradition of publications dedicated to truth telling. We will explore how to combine print and digital media to create a powerful alternative voice to challenge the dominant narratives told by mainstream media. Collective members will share our experience, encouraging participants to tell their stories of Detroit. Participants are encouraged to contribute ideas, stories, and imagination to future issues.","","","","","0","1","N","State Hall: Room 129","","Disrupting Mainstream History","","Everyone","","","","","","","","31dd0d99faad520af5e48d97bc73458f","611337","Eric Campbell, Shea Howell, Gloria House","","","","",""
